"","race","gender","total_months_incarcerated"
"1644","Non-Black / Non-Hispanic","Female",0
"1645","Non-Black / Non-Hispanic","Male",0
"1646","Non-Black / Non-Hispanic","Female",0
"1647","Non-Black / Non-Hispanic","Male",0
"1648","Non-Black / Non-Hispanic","Male",0
"1649","Non-Black / Non-Hispanic","Female",0
"1650","Non-Black / Non-Hispanic","Female",0
"1651","Hispanic","Male",0
"1652","Non-Black / Non-Hispanic","Male",0
"1653","Non-Black / Non-Hispanic","Female",0
"1654","Non-Black / Non-Hispanic","Female",0
"1655","Hispanic","Female",0
"1656","Hispanic","Female",0
"1657","Non-Black / Non-Hispanic","Male",0
"1658","Hispanic","Male",0
"1659","Hispanic","Male",0
"1660","Hispanic","Female",0
"1661","Hispanic","Male",8
"1662","Hispanic","Male",0
"1663","Hispanic","Male",0
"1664","Hispanic","Male",0
"1665","Hispanic","Female",0
"1666","Hispanic","Male",0
"1667","Non-Black / Non-Hispanic","Female",0
"1668","Non-Black / Non-Hispanic","Female",0
"1669","Non-Black / Non-Hispanic","Male",0
"1670","Non-Black / Non-Hispanic","Female",0
"1671","Non-Black / Non-Hispanic","Male",0
"1672","Non-Black / Non-Hispanic","Male",0
"1673","Non-Black / Non-Hispanic","Male",0
"1674","Non-Black / Non-Hispanic","Female",0
"1675","Non-Black / Non-Hispanic","Male",0
"1676","Non-Black / Non-Hispanic","Male",0
"1677","Non-Black / Non-Hispanic","Female",0
"1678","Non-Black / Non-Hispanic","Male",0
"1679","Non-Black / Non-Hispanic","Female",0
"1680","Non-Black / Non-Hispanic","Male",0
"1681","Non-Black / Non-Hispanic","Female",0
"1682","Non-Black / Non-Hispanic","Female",0
"1683","Non-Black / Non-Hispanic","Female",0
"1684","Non-Black / Non-Hispanic","Female",0
"1685","Non-Black / Non-Hispanic","Female",0
"1686","Non-Black / Non-Hispanic","Male",0
"1687","Non-Black / Non-Hispanic","Female",0
"1688","Non-Black / Non-Hispanic","Male",0
"1689","Non-Black / Non-Hispanic","Male",0
"1690","Non-Black / Non-Hispanic","Male",0
"1691","Non-Black / Non-Hispanic","Male",0
"1692","Black","Female",0
"1693","Black","Female",0
"1694","Black","Male",0
"1695","Non-Black / Non-Hispanic","Male",0
"1696","Non-Black / Non-Hispanic","Male",0
"1697","Non-Black / Non-Hispanic","Male",0
"1698","Black","Male",0
"1699","Black","Female",0
"1700","Hispanic","Male",0
"1701","Non-Black / Non-Hispanic","Male",0
"1702","Non-Black / Non-Hispanic","Female",0
"1703","Non-Black / Non-Hispanic","Female",0
"1704","Non-Black / Non-Hispanic","Female",0
"1705","Non-Black / Non-Hispanic","Male",0
"1706","Non-Black / Non-Hispanic","Female",0
"1707","Non-Black / Non-Hispanic","Male",0
"1708","Non-Black / Non-Hispanic","Male",0
"1709","Non-Black / Non-Hispanic","Male",0
"1710","Non-Black / Non-Hispanic","Female",0
"1711","Hispanic","Female",0
"1712","Non-Black / Non-Hispanic","Female",0
"1713","Non-Black / Non-Hispanic","Female",0
"1714","Non-Black / Non-Hispanic","Female",0
"1715","Non-Black / Non-Hispanic","Female",0
"1716","Black","Female",0
"1717","Black","Male",8
"1718","Black","Male",0
"1719","Black","Female",0
"1720","Black","Male",0
"1721","Black","Male",0
"1722","Black","Female",0
"1723","Black","Female",0
"1724","Black","Male",0
"1725","Black","Male",0
"1726","Non-Black / Non-Hispanic","Female",0
"1727","Non-Black / Non-Hispanic","Male",0
"1728","Non-Black / Non-Hispanic","Female",0
"1729","Non-Black / Non-Hispanic","Male",0
"1730","Non-Black / Non-Hispanic","Female",0
"1731","Non-Black / Non-Hispanic","Female",0
"1732","Non-Black / Non-Hispanic","Male",0
"1733","Non-Black / Non-Hispanic","Male",0
"1734","Non-Black / Non-Hispanic","Female",0
"1735","Black","Male",0
"1736","Non-Black / Non-Hispanic","Female",0
"1737","Non-Black / Non-Hispanic","Male",0
"1738","Non-Black / Non-Hispanic","Male",0
"1739","Non-Black / Non-Hispanic","Male",0
"1740","Non-Black / Non-Hispanic","Male",0
"1741","Non-Black / Non-Hispanic","Male",0
"1742","Non-Black / Non-Hispanic","Female",0
"1743","Non-Black / Non-Hispanic","Male",0
"1744","Non-Black / Non-Hispanic","Female",0
"1745","Non-Black / Non-Hispanic","Male",0
"1746","Hispanic","Male",0
"1747","Non-Black / Non-Hispanic","Male",0
"1748","Black","Female",0
"1749","Non-Black / Non-Hispanic","Male",0
"1750","Non-Black / Non-Hispanic","Male",0
"1751","Non-Black / Non-Hispanic","Female",0
"1752","Non-Black / Non-Hispanic","Female",0
"1753","Non-Black / Non-Hispanic","Male",0
"1754","Non-Black / Non-Hispanic","Female",0
"1755","Non-Black / Non-Hispanic","Male",0
"1756","Non-Black / Non-Hispanic","Male",0
"1757","Non-Black / Non-Hispanic","Male",0
"1758","Non-Black / Non-Hispanic","Male",0
"1759","Non-Black / Non-Hispanic","Female",0
"1760","Non-Black / Non-Hispanic","Male",0
"1761","Non-Black / Non-Hispanic","Male",0
"1762","Non-Black / Non-Hispanic","Male",0
"1763","Non-Black / Non-Hispanic","Female",0
"1764","Non-Black / Non-Hispanic","Male",0
"1765","Non-Black / Non-Hispanic","Female",0
"1766","Non-Black / Non-Hispanic","Male",0
"1767","Non-Black / Non-Hispanic","Female",0
"1768","Non-Black / Non-Hispanic","Male",0
"1769","Black","Female",0
"1770","Black","Female",0
"1771","Black","Female",0
"1772","Black","Male",0
"1773","Non-Black / Non-Hispanic","Male",5
"1774","Non-Black / Non-Hispanic","Female",0
"1775","Black","Male",0
"1776","Black","Female",0
"1777","Black","Male",0
"1778","Mixed Race (Non-Hispanic)","Female",0
"1779","Black","Male",0
"1780","Black","Female",0
"1781","Black","Male",0
"1782","Black","Male",0
"1783","Non-Black / Non-Hispanic","Male",0
"1784","Non-Black / Non-Hispanic","Female",0
"1785","Non-Black / Non-Hispanic","Female",0
"1786","Non-Black / Non-Hispanic","Male",0
"1787","Non-Black / Non-Hispanic","Female",0
"1788","Non-Black / Non-Hispanic","Male",0
"1789","Non-Black / Non-Hispanic","Female",0
"1790","Non-Black / Non-Hispanic","Male",0
"1791","Non-Black / Non-Hispanic","Female",0
"1792","Non-Black / Non-Hispanic","Female",0
"1793","Non-Black / Non-Hispanic","Female",0
"1794","Non-Black / Non-Hispanic","Female",0
"1795","Mixed Race (Non-Hispanic)","Male",0
"1796","Mixed Race (Non-Hispanic)","Male",0
"1797","Mixed Race (Non-Hispanic)","Male",0
"1798","Mixed Race (Non-Hispanic)","Female",0
"1799","Mixed Race (Non-Hispanic)","Male",0
"1800","Hispanic","Male",0
"1801","Non-Black / Non-Hispanic","Male",0
"1802","Non-Black / Non-Hispanic","Female",0
"1803","Non-Black / Non-Hispanic","Female",0
"1804","Non-Black / Non-Hispanic","Female",0
"1805","Non-Black / Non-Hispanic","Female",0
"1806","Non-Black / Non-Hispanic","Male",0
"1807","Non-Black / Non-Hispanic","Male",0
"1808","Non-Black / Non-Hispanic","Female",0
"1809","Mixed Race (Non-Hispanic)","Male",0
"1810","Non-Black / Non-Hispanic","Male",0
"1811","Non-Black / Non-Hispanic","Female",0
"1812","Non-Black / Non-Hispanic","Female",0
"1813","Non-Black / Non-Hispanic","Male",0
"1814","Non-Black / Non-Hispanic","Male",0
"1815","Non-Black / Non-Hispanic","Male",0
"1816","Non-Black / Non-Hispanic","Male",0
"1817","Non-Black / Non-Hispanic","Female",0
"1818","Non-Black / Non-Hispanic","Male",0
"1819","Non-Black / Non-Hispanic","Male",0
"1820","Non-Black / Non-Hispanic","Male",0
"1821","Non-Black / Non-Hispanic","Female",0
"1822","Non-Black / Non-Hispanic","Female",0
"1823","Non-Black / Non-Hispanic","Male",0
"1824","Non-Black / Non-Hispanic","Male",0
"1825","Non-Black / Non-Hispanic","Female",0
"1826","Non-Black / Non-Hispanic","Female",0
"1827","Non-Black / Non-Hispanic","Female",0
"1828","Non-Black / Non-Hispanic","Female",0
"1829","Non-Black / Non-Hispanic","Female",0
"1830","Non-Black / Non-Hispanic","Male",0
"1831","Non-Black / Non-Hispanic","Female",0
"1832","Hispanic","Male",0
"1833","Non-Black / Non-Hispanic","Male",0
"1834","Non-Black / Non-Hispanic","Female",0
"1835","Non-Black / Non-Hispanic","Male",0
"1836","Non-Black / Non-Hispanic","Female",0
"1837","Non-Black / Non-Hispanic","Female",0
"1838","Non-Black / Non-Hispanic","Male",0
"1839","Non-Black / Non-Hispanic","Male",0
"1840","Non-Black / Non-Hispanic","Female",0
"1841","Non-Black / Non-Hispanic","Female",0
"1842","Hispanic","Male",0
"1843","Black","Male",0
"1844","Non-Black / Non-Hispanic","Female",0
"1845","Non-Black / Non-Hispanic","Female",0
"1846","Non-Black / Non-Hispanic","Male",0
"1847","Non-Black / Non-Hispanic","Male",0
"1848","Non-Black / Non-Hispanic","Female",0
"1849","Non-Black / Non-Hispanic","Male",0
"1850","Non-Black / Non-Hispanic","Female",0
"1851","Non-Black / Non-Hispanic","Female",0
"1852","Non-Black / Non-Hispanic","Male",0
"1853","Hispanic","Female",0
"1854","Hispanic","Male",0
"1855","Hispanic","Female",0
"1856","Hispanic","Male",0
"1857","Hispanic","Female",0
"1858","Non-Black / Non-Hispanic","Male",0
"1859","Non-Black / Non-Hispanic","Female",0
"1860","Non-Black / Non-Hispanic","Male",0
"1861","Non-Black / Non-Hispanic","Female",0
"1862","Non-Black / Non-Hispanic","Male",0
"1863","Hispanic","Male",0
"1864","Hispanic","Male",0
"1865","Hispanic","Female",0
"1866","Hispanic","Female",0
"1867","Hispanic","Female",0
"1868","Hispanic","Female",0
"1869","Non-Black / Non-Hispanic","Male",0
"1870","Non-Black / Non-Hispanic","Male",0
"1871","Black","Male",0
"1872","Non-Black / Non-Hispanic","Female",0
"1873","Non-Black / Non-Hispanic","Female",0
"1874","Non-Black / Non-Hispanic","Male",0
"1875","Black","Male",0
"1876","Non-Black / Non-Hispanic","Female",0
"1877","Non-Black / Non-Hispanic","Male",0
"1878","Black","Male",0
"1879","Hispanic","Female",0
"1880","Black","Female",0
"1881","Black","Female",0
"1882","Hispanic","Male",1
"1883","Hispanic","Male",0
"1884","Black","Female",0
"1885","Hispanic","Male",0
"1886","Hispanic","Male",0
"1887","Non-Black / Non-Hispanic","Female",0
"1888","Non-Black / Non-Hispanic","Male",0
"1889","Non-Black / Non-Hispanic","Female",0
"1890","Hispanic","Male",0
"1891","Hispanic","Male",0
"1892","Hispanic","Male",0
"1893","Hispanic","Male",0
"1894","Hispanic","Female",0
"1895","Mixed Race (Non-Hispanic)","Male",0
"1896","Black","Female",0
"1897","Black","Female",0
"1898","Non-Black / Non-Hispanic","Male",0
"1899","Non-Black / Non-Hispanic","Male",0
"1900","Hispanic","Male",0
"1901","Hispanic","Male",0
"1902","Black","Female",0
"1903","Hispanic","Female",0
"1904","Non-Black / Non-Hispanic","Male",0
"1905","Hispanic","Female",0
"1906","Hispanic","Male",0
"1907","Hispanic","Male",0
"1908","Black","Female",0
"1909","Black","Female",0
"1910","Non-Black / Non-Hispanic","Male",0
"1911","Hispanic","Female",0
"1912","Non-Black / Non-Hispanic","Female",0
"1913","Non-Black / Non-Hispanic","Female",0
"1914","Hispanic","Male",0
"1915","Hispanic","Female",0
"1916","Non-Black / Non-Hispanic","Female",0
"1917","Non-Black / Non-Hispanic","Male",0
"1918","Non-Black / Non-Hispanic","Male",0
"1919","Non-Black / Non-Hispanic","Female",0
"1920","Non-Black / Non-Hispanic","Male",0
"1921","Hispanic","Female",0
"1922","Black","Male",0
"1923","Black","Male",0
"1924","Non-Black / Non-Hispanic","Female",0
"1925","Non-Black / Non-Hispanic","Female",0
"1926","Non-Black / Non-Hispanic","Male",0
"1927","Non-Black / Non-Hispanic","Female",0
"1928","Non-Black / Non-Hispanic","Male",0
"1929","Non-Black / Non-Hispanic","Male",0
"1930","Non-Black / Non-Hispanic","Female",0
"1931","Non-Black / Non-Hispanic","Female",0
"1932","Non-Black / Non-Hispanic","Male",1
"1933","Non-Black / Non-Hispanic","Male",0
"1934","Non-Black / Non-Hispanic","Female",0
"1935","Non-Black / Non-Hispanic","Female",0
"1936","Non-Black / Non-Hispanic","Male",0
"1937","Non-Black / Non-Hispanic","Male",0
"1938","Black","Female",0
"1939","Black","Female",0
"1940","Black","Female",0
"1941","Black","Male",0
"1942","Black","Male",0
"1943","Black","Female",0
"1944","Black","Female",0
"1945","Black","Female",0
"1946","Black","Female",0
"1947","Black","Male",0
"1948","Black","Female",0
"1949","Black","Female",0
"1950","Non-Black / Non-Hispanic","Female",0
"1951","Non-Black / Non-Hispanic","Female",0
"1952","Non-Black / Non-Hispanic","Male",0
"1953","Black","Male",0
"1954","Non-Black / Non-Hispanic","Female",0
"1955","Black","Male",0
"1956","Non-Black / Non-Hispanic","Female",0
"1957","Non-Black / Non-Hispanic","Male",0
"1958","Black","Female",0
"1959","Hispanic","Male",0
"1960","Black","Female",0
"1961","Non-Black / Non-Hispanic","Female",0
"1962","Non-Black / Non-Hispanic","Female",0
"1963","Non-Black / Non-Hispanic","Male",0
"1964","Non-Black / Non-Hispanic","Male",0
"1965","Non-Black / Non-Hispanic","Male",0
"1966","Non-Black / Non-Hispanic","Female",0
"1967","Non-Black / Non-Hispanic","Male",0
"1968","Non-Black / Non-Hispanic","Male",0
"1969","Non-Black / Non-Hispanic","Male",0
"1970","Non-Black / Non-Hispanic","Male",0
"1971","Non-Black / Non-Hispanic","Male",0
"1972","Non-Black / Non-Hispanic","Male",0
"1973","Non-Black / Non-Hispanic","Male",0
"1974","Non-Black / Non-Hispanic","Female",0
"1975","Non-Black / Non-Hispanic","Female",0
"1976","Non-Black / Non-Hispanic","Male",0
"1977","Non-Black / Non-Hispanic","Female",0
"1978","Non-Black / Non-Hispanic","Female",0
"1979","Non-Black / Non-Hispanic","Male",0
"1980","Non-Black / Non-Hispanic","Male",0
"1981","Non-Black / Non-Hispanic","Female",0
"1982","Non-Black / Non-Hispanic","Male",0
"1983","Non-Black / Non-Hispanic","Female",0
"1984","Non-Black / Non-Hispanic","Male",0
"1985","Non-Black / Non-Hispanic","Female",0
"1986","Non-Black / Non-Hispanic","Male",0
"1987","Non-Black / Non-Hispanic","Male",0
"1988","Non-Black / Non-Hispanic","Female",0
"1989","Non-Black / Non-Hispanic","Female",0
"1990","Non-Black / Non-Hispanic","Male",0
"1991","Non-Black / Non-Hispanic","Female",0
"1992","Non-Black / Non-Hispanic","Male",0
"1993","Non-Black / Non-Hispanic","Male",0
"1994","Non-Black / Non-Hispanic","Male",0
"1995","Non-Black / Non-Hispanic","Male",0
"1996","Non-Black / Non-Hispanic","Male",0
"1997","Non-Black / Non-Hispanic","Female",0
"1998","Non-Black / Non-Hispanic","Male",0
"1999","Non-Black / Non-Hispanic","Female",0
"2000","Non-Black / Non-Hispanic","Female",0
"2001","Non-Black / Non-Hispanic","Female",0
"2002","Non-Black / Non-Hispanic","Female",0
"2003","Non-Black / Non-Hispanic","Male",0
"2004","Non-Black / Non-Hispanic","Male",0
"2005","Non-Black / Non-Hispanic","Female",0
"2006","Non-Black / Non-Hispanic","Female",0
"2007","Non-Black / Non-Hispanic","Female",0
"2008","Non-Black / Non-Hispanic","Male",0
"2009","Non-Black / Non-Hispanic","Male",0
"2010","Non-Black / Non-Hispanic","Male",0
"2011","Non-Black / Non-Hispanic","Male",0
"2012","Non-Black / Non-Hispanic","Female",0
"2013","Non-Black / Non-Hispanic","Female",0
"2014","Non-Black / Non-Hispanic","Male",0
"2015","Black","Male",0
"2016","Non-Black / Non-Hispanic","Female",0
"2017","Non-Black / Non-Hispanic","Male",0
"2018","Non-Black / Non-Hispanic","Male",0
"2019","Black","Female",0
"2020","Black","Female",0
"2021","Black","Male",0
"2022","Black","Male",0
"2023","Black","Female",0
"2024","Black","Female",0
"2025","Black","Female",0
"2026","Black","Female",0
"2027","Black","Female",0
"2028","Mixed Race (Non-Hispanic)","Female",0
"2029","Black","Female",0
"2030","Black","Male",0
"2031","Non-Black / Non-Hispanic","Female",0
"2032","Non-Black / Non-Hispanic","Male",0
"2033","Non-Black / Non-Hispanic","Male",0
"2034","Non-Black / Non-Hispanic","Female",0
"2035","Non-Black / Non-Hispanic","Male",0
"2036","Non-Black / Non-Hispanic","Male",0
"2037","Non-Black / Non-Hispanic","Female",0
"2038","Non-Black / Non-Hispanic","Male",0
"2039","Non-Black / Non-Hispanic","Female",0
"2040","Non-Black / Non-Hispanic","Male",0
"2041","Non-Black / Non-Hispanic","Male",0
"2042","Non-Black / Non-Hispanic","Male",0
"2043","Non-Black / Non-Hispanic","Male",0
"2044","Non-Black / Non-Hispanic","Male",0
"2045","Non-Black / Non-Hispanic","Male",0
"2046","Non-Black / Non-Hispanic","Female",0
"2047","Hispanic","Female",0
"2048","Non-Black / Non-Hispanic","Female",0
"2049","Non-Black / Non-Hispanic","Female",0
"2050","Non-Black / Non-Hispanic","Male",0
"2051","Non-Black / Non-Hispanic","Male",0
"2052","Non-Black / Non-Hispanic","Male",0
"2053","Non-Black / Non-Hispanic","Male",0
"2054","Non-Black / Non-Hispanic","Female",0
"2055","Non-Black / Non-Hispanic","Female",0
"2056","Black","Male",0
"2057","Black","Female",0
"2058","Non-Black / Non-Hispanic","Male",0
"2059","Non-Black / Non-Hispanic","Male",0
"2060","Non-Black / Non-Hispanic","Male",0
"2061","Non-Black / Non-Hispanic","Female",0
"2062","Non-Black / Non-Hispanic","Male",0
"2063","Non-Black / Non-Hispanic","Female",0
"2064","Non-Black / Non-Hispanic","Female",0
"2065","Non-Black / Non-Hispanic","Male",0
"2066","Non-Black / Non-Hispanic","Male",0
"2067","Non-Black / Non-Hispanic","Female",0
"2068","Non-Black / Non-Hispanic","Male",0
"2069","Non-Black / Non-Hispanic","Female",0
"2070","Non-Black / Non-Hispanic","Male",0
"2071","Non-Black / Non-Hispanic","Male",0
"2072","Non-Black / Non-Hispanic","Male",0
"2073","Non-Black / Non-Hispanic","Female",0
"2074","Non-Black / Non-Hispanic","Female",0
"2075","Non-Black / Non-Hispanic","Male",0
"2076","Non-Black / Non-Hispanic","Female",0
"2077","Non-Black / Non-Hispanic","Female",0
"2078","Non-Black / Non-Hispanic","Female",0
"2079","Non-Black / Non-Hispanic","Male",0
"2080","Non-Black / Non-Hispanic","Male",0
"2081","Hispanic","Female",0
"2082","Non-Black / Non-Hispanic","Male",0
"2083","Non-Black / Non-Hispanic","Male",0
"2084","Non-Black / Non-Hispanic","Female",0
"2085","Non-Black / Non-Hispanic","Male",0
"2086","Non-Black / Non-Hispanic","Male",0
"2087","Non-Black / Non-Hispanic","Male",0
"2088","Non-Black / Non-Hispanic","Male",0
"2089","Non-Black / Non-Hispanic","Male",0
"2090","Non-Black / Non-Hispanic","Female",0
"2091","Hispanic","Female",0
"2092","Non-Black / Non-Hispanic","Female",0
"2093","Non-Black / Non-Hispanic","Male",0
"2094","Non-Black / Non-Hispanic","Male",0
"2095","Non-Black / Non-Hispanic","Female",0
"2096","Non-Black / Non-Hispanic","Male",0
"2097","Non-Black / Non-Hispanic","Female",0
"2098","Non-Black / Non-Hispanic","Female",0
"2099","Non-Black / Non-Hispanic","Male",0
"2100","Non-Black / Non-Hispanic","Female",0
"2101","Non-Black / Non-Hispanic","Female",0
"2102","Non-Black / Non-Hispanic","Male",0
"2103","Non-Black / Non-Hispanic","Male",0
"2104","Non-Black / Non-Hispanic","Male",0
"2105","Non-Black / Non-Hispanic","Female",0
"2106","Non-Black / Non-Hispanic","Male",0
"2107","Non-Black / Non-Hispanic","Male",0
"2108","Non-Black / Non-Hispanic","Male",0
"2109","Non-Black / Non-Hispanic","Male",0
"2110","Non-Black / Non-Hispanic","Male",0
"2111","Non-Black / Non-Hispanic","Male",0
"2112","Non-Black / Non-Hispanic","Female",0
"2113","Non-Black / Non-Hispanic","Female",0
"2114","Non-Black / Non-Hispanic","Male",0
"2115","Non-Black / Non-Hispanic","Female",0
"2116","Non-Black / Non-Hispanic","Female",0
"2117","Non-Black / Non-Hispanic","Female",0
"2118","Non-Black / Non-Hispanic","Male",0
"2119","Non-Black / Non-Hispanic","Female",0
"2120","Non-Black / Non-Hispanic","Male",0
"2121","Hispanic","Male",0
"2122","Non-Black / Non-Hispanic","Female",0
"2123","Non-Black / Non-Hispanic","Female",0
"2124","Non-Black / Non-Hispanic","Female",0
"2125","Non-Black / Non-Hispanic","Female",0
"2126","Non-Black / Non-Hispanic","Male",0
"2127","Non-Black / Non-Hispanic","Male",0
"2128","Non-Black / Non-Hispanic","Male",0
"2129","Non-Black / Non-Hispanic","Male",0
"2130","Non-Black / Non-Hispanic","Male",0
"2131","Non-Black / Non-Hispanic","Male",0
"2132","Non-Black / Non-Hispanic","Male",0
"2133","Non-Black / Non-Hispanic","Male",0
"2134","Non-Black / Non-Hispanic","Male",0
"2135","Non-Black / Non-Hispanic","Male",0
"2136","Non-Black / Non-Hispanic","Male",0
"2137","Non-Black / Non-Hispanic","Female",0
"2138","Non-Black / Non-Hispanic","Male",0
"2139","Non-Black / Non-Hispanic","Female",0
"2140","Non-Black / Non-Hispanic","Male",0
"2141","Non-Black / Non-Hispanic","Female",0
"2142","Non-Black / Non-Hispanic","Female",0
"2143","Non-Black / Non-Hispanic","Male",0
"2144","Non-Black / Non-Hispanic","Male",0
"2145","Non-Black / Non-Hispanic","Male",0
"2146","Non-Black / Non-Hispanic","Male",0
"2147","Non-Black / Non-Hispanic","Male",0
"2148","Non-Black / Non-Hispanic","Male",0
"2149","Non-Black / Non-Hispanic","Male",0
"2150","Hispanic","Female",0
"2151","Non-Black / Non-Hispanic","Female",0
"2152","Non-Black / Non-Hispanic","Male",0
"2153","Non-Black / Non-Hispanic","Male",0
"2154","Non-Black / Non-Hispanic","Male",0
"2155","Non-Black / Non-Hispanic","Female",0
"2156","Non-Black / Non-Hispanic","Male",0
"2157","Non-Black / Non-Hispanic","Male",0
"2158","Non-Black / Non-Hispanic","Female",0
"2159","Non-Black / Non-Hispanic","Male",0
"2160","Hispanic","Male",0
"2161","Hispanic","Female",0
"2162","Non-Black / Non-Hispanic","Female",0
"2163","Non-Black / Non-Hispanic","Female",0
"2164","Non-Black / Non-Hispanic","Male",0
"2165","Hispanic","Female",0
"2166","Non-Black / Non-Hispanic","Female",0
"2167","Non-Black / Non-Hispanic","Female",0
"2168","Non-Black / Non-Hispanic","Male",0
"2169","Non-Black / Non-Hispanic","Male",0
"2170","Non-Black / Non-Hispanic","Male",0
"2171","Non-Black / Non-Hispanic","Male",0
"2172","Non-Black / Non-Hispanic","Male",0
"2173","Non-Black / Non-Hispanic","Male",0
"2174","Non-Black / Non-Hispanic","Male",0
"2175","Non-Black / Non-Hispanic","Male",0
"2176","Non-Black / Non-Hispanic","Female",0
"2177","Non-Black / Non-Hispanic","Female",0
"2178","Non-Black / Non-Hispanic","Male",0
"2179","Non-Black / Non-Hispanic","Male",0
"2180","Non-Black / Non-Hispanic","Female",0
"2181","Non-Black / Non-Hispanic","Male",0
"2182","Non-Black / Non-Hispanic","Female",0
"2183","Non-Black / Non-Hispanic","Male",0
"2184","Non-Black / Non-Hispanic","Male",0
"2185","Non-Black / Non-Hispanic","Female",0
"2186","Non-Black / Non-Hispanic","Female",0
"2187","Non-Black / Non-Hispanic","Male",7
"2188","Non-Black / Non-Hispanic","Male",0
"2189","Hispanic","Male",0
"2190","Non-Black / Non-Hispanic","Male",0
"2191","Non-Black / Non-Hispanic","Male",0
"2192","Hispanic","Female",0
"2193","Hispanic","Male",0
"2194","Non-Black / Non-Hispanic","Male",0
"2195","Hispanic","Female",0
"2196","Black","Male",0
"2197","Black","Male",0
"2198","Black","Female",0
"2199","Black","Female",0
"2200","Hispanic","Male",0
"2201","Non-Black / Non-Hispanic","Female",0
"2202","Non-Black / Non-Hispanic","Female",0
"2203","Non-Black / Non-Hispanic","Male",0
"2204","Non-Black / Non-Hispanic","Male",0
"2205","Non-Black / Non-Hispanic","Male",0
"2206","Non-Black / Non-Hispanic","Male",0
"2207","Non-Black / Non-Hispanic","Male",0
"2208","Non-Black / Non-Hispanic","Female",0
"2209","Non-Black / Non-Hispanic","Male",0
"2210","Non-Black / Non-Hispanic","Male",0
"2211","Non-Black / Non-Hispanic","Male",0
"2212","Non-Black / Non-Hispanic","Male",0
"2213","Non-Black / Non-Hispanic","Female",0
"2214","Non-Black / Non-Hispanic","Female",0
"2215","Black","Male",0
"2216","Black","Male",0
"2217","Black","Male",0
"2218","Non-Black / Non-Hispanic","Female",0
"2219","Non-Black / Non-Hispanic","Male",0
"2220","Non-Black / Non-Hispanic","Female",0
"2221","Non-Black / Non-Hispanic","Male",0
"2222","Non-Black / Non-Hispanic","Male",0
"2223","Non-Black / Non-Hispanic","Female",0
"2224","Non-Black / Non-Hispanic","Male",0
"2225","Non-Black / Non-Hispanic","Male",0
"2226","Non-Black / Non-Hispanic","Male",1
"2227","Black","Male",0
"2228","Black","Female",0
"2229","Non-Black / Non-Hispanic","Female",0
"2230","Non-Black / Non-Hispanic","Male",0
"2231","Non-Black / Non-Hispanic","Female",0
"2232","Non-Black / Non-Hispanic","Female",0
"2233","Non-Black / Non-Hispanic","Female",0
"2234","Non-Black / Non-Hispanic","Female",0
"2235","Non-Black / Non-Hispanic","Female",0
"2236","Non-Black / Non-Hispanic","Male",0
"2237","Non-Black / Non-Hispanic","Male",0
"2238","Non-Black / Non-Hispanic","Male",0
"2239","Non-Black / Non-Hispanic","Male",0
"2240","Non-Black / Non-Hispanic","Male",0
"2241","Non-Black / Non-Hispanic","Male",0
"2242","Non-Black / Non-Hispanic","Male",0
"2243","Non-Black / Non-Hispanic","Female",0
"2244","Non-Black / Non-Hispanic","Male",0
"2245","Non-Black / Non-Hispanic","Female",0
"2246","Non-Black / Non-Hispanic","Female",0
"2247","Non-Black / Non-Hispanic","Female",0
"2248","Non-Black / Non-Hispanic","Female",0
"2249","Non-Black / Non-Hispanic","Male",0
"2250","Non-Black / Non-Hispanic","Female",0
"2251","Non-Black / Non-Hispanic","Female",0
"2252","Non-Black / Non-Hispanic","Male",0
"2253","Non-Black / Non-Hispanic","Male",0
"2254","Non-Black / Non-Hispanic","Female",0
"2255","Non-Black / Non-Hispanic","Female",0
"2256","Non-Black / Non-Hispanic","Female",0
"2257","Non-Black / Non-Hispanic","Male",0
"2258","Non-Black / Non-Hispanic","Female",0
"2259","Non-Black / Non-Hispanic","Female",0
"2260","Non-Black / Non-Hispanic","Male",0
"2261","Non-Black / Non-Hispanic","Male",0
"2262","Non-Black / Non-Hispanic","Female",0
"2263","Non-Black / Non-Hispanic","Male",0
"2264","Non-Black / Non-Hispanic","Female",0
"2265","Hispanic","Female",0
"2266","Hispanic","Male",0
"2267","Hispanic","Female",0
"2268","Black","Male",0
"2269","Black","Male",0
"2270","Black","Female",0
"2271","Black","Male",0
"2272","Black","Male",2
"2273","Black","Male",0
"2274","Black","Female",0
"2275","Non-Black / Non-Hispanic","Male",0
"2276","Hispanic","Female",0
"2277","Non-Black / Non-Hispanic","Female",0
"2278","Non-Black / Non-Hispanic","Male",0
"2279","Non-Black / Non-Hispanic","Male",0
"2280","Non-Black / Non-Hispanic","Male",0
"2281","Non-Black / Non-Hispanic","Male",0
"2282","Non-Black / Non-Hispanic","Male",0
"2283","Non-Black / Non-Hispanic","Male",0
"2284","Non-Black / Non-Hispanic","Male",0
"2285","Non-Black / Non-Hispanic","Male",0
"2286","Non-Black / Non-Hispanic","Male",0
"2287","Non-Black / Non-Hispanic","Female",0
"2288","Non-Black / Non-Hispanic","Male",0
"2289","Non-Black / Non-Hispanic","Female",0
"2290","Non-Black / Non-Hispanic","Male",0
"2291","Hispanic","Male",0
"2292","Black","Male",0
"2293","Non-Black / Non-Hispanic","Male",0
"2294","Non-Black / Non-Hispanic","Male",0
