"","race","gender","total_months_incarcerated"
"6607","Hispanic","Male",0
"6608","Hispanic","Male",0
"6609","Hispanic","Female",0
"6610","Hispanic","Female",0
"6611","Hispanic","Male",0
"6612","Hispanic","Female",0
"6613","Black","Female",0
"6614","Black","Female",0
"6615","Black","Female",0
"6616","Black","Female",0
"6617","Black","Male",0
"6618","Black","Female",0
"6619","Black","Female",0
"6620","Hispanic","Female",0
"6621","Hispanic","Male",0
"6622","Hispanic","Male",0
"6623","Black","Male",0
"6624","Black","Male",2
"6625","Hispanic","Female",0
"6626","Hispanic","Female",0
"6627","Hispanic","Male",0
"6628","Hispanic","Female",0
"6629","Hispanic","Male",0
"6630","Hispanic","Female",0
"6631","Hispanic","Female",0
"6632","Hispanic","Female",0
"6633","Hispanic","Male",0
"6634","Hispanic","Male",0
"6635","Hispanic","Male",0
"6636","Hispanic","Male",0
"6637","Hispanic","Male",0
"6638","Hispanic","Female",0
"6639","Hispanic","Female",0
"6640","Black","Female",0
"6641","Black","Female",0
"6642","Black","Female",0
"6643","Black","Female",0
"6644","Black","Male",0
"6645","Black","Female",0
"6646","Black","Female",0
"6647","Black","Female",0
"6648","Black","Male",0
"6649","Black","Female",0
"6650","Black","Male",0
"6651","Black","Male",6
"6652","Black","Male",0
"6653","Black","Male",0
"6654","Black","Male",0
"6655","Black","Male",0
"6656","Black","Female",0
"6657","Black","Female",0
"6658","Black","Male",0
"6659","Black","Female",0
"6660","Black","Male",0
"6661","Black","Male",0
"6662","Black","Male",0
"6663","Hispanic","Female",0
"6664","Hispanic","Female",0
"6665","Black","Male",0
"6666","Black","Male",0
"6667","Black","Male",0
"6668","Hispanic","Female",0
"6669","Hispanic","Male",7
"6670","Hispanic","Female",0
"6671","Black","Male",0
"6672","Hispanic","Female",0
"6673","Hispanic","Female",0
"6674","Hispanic","Male",0
"6675","Hispanic","Male",0
"6676","Hispanic","Male",0
"6677","Hispanic","Female",0
"6678","Hispanic","Female",0
"6679","Black","Female",0
"6680","Hispanic","Male",0
"6681","Black","Female",0
"6682","Black","Male",0
"6683","Black","Female",0
"6684","Black","Male",0
"6685","Hispanic","Male",0
"6686","Hispanic","Male",0
"6687","Hispanic","Male",7
"6688","Hispanic","Female",0
"6689","Hispanic","Male",0
"6690","Hispanic","Female",0
"6691","Hispanic","Female",0
"6692","Hispanic","Male",0
"6693","Black","Male",0
"6694","Black","Female",0
"6695","Black","Female",0
"6696","Black","Male",0
"6697","Black","Female",0
"6698","Black","Female",0
"6699","Hispanic","Male",0
"6700","Hispanic","Male",0
"6701","Hispanic","Female",0
"6702","Hispanic","Female",0
"6703","Hispanic","Female",0
"6704","Black","Female",0
"6705","Black","Female",0
"6706","Black","Male",0
"6707","Hispanic","Male",0
"6708","Black","Female",0
"6709","Hispanic","Female",0
"6710","Hispanic","Male",0
"6711","Black","Male",0
"6712","Black","Female",0
"6713","Black","Male",0
"6714","Black","Female",0
"6715","Black","Male",12
"6716","Black","Female",0
"6717","Hispanic","Male",0
"6718","Hispanic","Male",0
"6719","Black","Male",0
"6720","Black","Male",0
"6721","Hispanic","Female",0
"6722","Hispanic","Male",0
"6723","Black","Female",0
"6724","Black","Female",0
"6725","Black","Female",0
"6726","Black","Female",0
"6727","Black","Female",0
"6728","Black","Male",0
"6729","Black","Male",0
"6730","Mixed Race (Non-Hispanic)","Female",0
"6731","Black","Female",0
"6732","Black","Male",0
"6733","Black","Male",0
"6734","Black","Male",0
"6735","Black","Male",0
"6736","Black","Male",0
"6737","Black","Female",0
"6738","Black","Male",12
"6739","Black","Female",0
"6740","Black","Male",0
"6741","Black","Male",0
"6742","Black","Female",0
"6743","Black","Female",0
"6744","Hispanic","Male",0
"6745","Hispanic","Male",0
"6746","Black","Female",0
"6747","Hispanic","Female",0
"6748","Black","Female",0
"6749","Hispanic","Female",0
"6750","Hispanic","Male",0
"6751","Black","Female",0
"6752","Hispanic","Female",0
"6753","Black","Male",0
"6754","Black","Female",0
"6755","Black","Male",2
"6756","Black","Male",0
"6757","Hispanic","Female",0
"6758","Black","Female",0
"6759","Hispanic","Female",0
"6760","Hispanic","Female",0
"6761","Hispanic","Male",0
"6762","Hispanic","Female",0
"6763","Hispanic","Male",0
"6764","Hispanic","Male",0
"6765","Hispanic","Male",0
"6766","Hispanic","Female",0
"6767","Hispanic","Male",0
"6768","Hispanic","Female",0
"6769","Hispanic","Female",0
"6770","Hispanic","Female",0
"6771","Hispanic","Female",0
"6772","Hispanic","Male",1
"6773","Hispanic","Female",0
"6774","Hispanic","Male",0
"6775","Hispanic","Female",0
"6776","Black","Female",0
"6777","Black","Female",0
"6778","Black","Female",0
"6779","Black","Male",0
"6780","Black","Male",0
"6781","Black","Female",0
"6782","Black","Male",0
"6783","Black","Female",0
"6784","Black","Male",0
"6785","Black","Female",0
"6786","Black","Female",0
"6787","Black","Male",0
"6788","Black","Male",0
"6789","Hispanic","Male",0
"6790","Black","Female",0
"6791","Black","Female",0
"6792","Black","Female",0
"6793","Black","Male",0
"6794","Black","Male",0
"6795","Black","Female",0
"6796","Black","Female",0
"6797","Black","Female",0
"6798","Black","Male",0
"6799","Black","Male",0
"6800","Black","Male",0
"6801","Black","Male",11
"6802","Black","Female",0
"6803","Black","Female",0
"6804","Black","Male",0
"6805","Black","Female",0
"6806","Black","Female",0
"6807","Black","Female",0
"6808","Hispanic","Female",0
"6809","Black","Female",0
"6810","Black","Female",0
"6811","Black","Male",0
"6812","Black","Male",0
"6813","Hispanic","Male",0
"6814","Hispanic","Male",0
"6815","Hispanic","Male",0
"6816","Hispanic","Female",0
"6817","Hispanic","Female",0
"6818","Hispanic","Male",0
"6819","Hispanic","Male",0
"6820","Hispanic","Female",0
"6821","Hispanic","Female",0
"6822","Hispanic","Male",0
"6823","Hispanic","Female",0
"6824","Hispanic","Female",0
"6825","Hispanic","Male",0
"6826","Hispanic","Female",0
"6827","Hispanic","Male",0
"6828","Hispanic","Female",0
"6829","Hispanic","Female",0
"6830","Hispanic","Male",0
"6831","Hispanic","Female",0
"6832","Hispanic","Female",0
"6833","Hispanic","Male",0
"6834","Hispanic","Male",0
"6835","Hispanic","Female",0
"6836","Hispanic","Female",0
"6837","Hispanic","Male",0
"6838","Hispanic","Female",0
"6839","Hispanic","Male",0
"6840","Black","Male",0
"6841","Hispanic","Female",0
"6842","Hispanic","Male",0
"6843","Hispanic","Male",0
"6844","Hispanic","Female",0
"6845","Hispanic","Female",0
"6846","Hispanic","Male",0
"6847","Hispanic","Female",0
"6848","Hispanic","Male",0
"6849","Hispanic","Female",0
"6850","Hispanic","Male",0
"6851","Hispanic","Male",0
"6852","Hispanic","Female",0
"6853","Hispanic","Male",0
"6854","Hispanic","Male",0
"6855","Hispanic","Female",0
"6856","Hispanic","Female",0
"6857","Hispanic","Male",0
"6858","Black","Female",0
"6859","Black","Female",0
"6860","Hispanic","Female",0
"6861","Hispanic","Female",0
"6862","Hispanic","Male",0
"6863","Black","Female",0
"6864","Black","Male",0
"6865","Black","Female",0
"6866","Black","Female",0
"6867","Black","Male",0
"6868","Hispanic","Female",0
"6869","Black","Male",0
"6870","Hispanic","Female",0
"6871","Black","Female",0
"6872","Hispanic","Female",0
"6873","Hispanic","Male",0
"6874","Hispanic","Male",0
"6875","Hispanic","Female",0
"6876","Hispanic","Male",0
"6877","Hispanic","Female",0
"6878","Hispanic","Male",0
"6879","Hispanic","Male",0
"6880","Hispanic","Male",0
"6881","Hispanic","Female",0
"6882","Hispanic","Female",0
"6883","Hispanic","Female",0
"6884","Hispanic","Male",0
"6885","Hispanic","Male",0
"6886","Hispanic","Male",0
"6887","Hispanic","Female",0
"6888","Hispanic","Male",0
"6889","Hispanic","Male",0
"6890","Hispanic","Male",0
"6891","Hispanic","Female",0
"6892","Hispanic","Male",0
"6893","Hispanic","Male",0
"6894","Hispanic","Female",0
"6895","Hispanic","Male",0
"6896","Hispanic","Female",0
"6897","Hispanic","Male",0
"6898","Black","Female",0
"6899","Black","Male",0
"6900","Black","Female",0
"6901","Black","Female",0
"6902","Black","Male",0
"6903","Hispanic","Male",0
"6904","Black","Male",0
"6905","Hispanic","Male",0
"6906","Hispanic","Male",0
"6907","Black","Male",0
"6908","Hispanic","Male",0
"6909","Hispanic","Female",0
"6910","Hispanic","Male",0
"6911","Hispanic","Male",0
"6912","Hispanic","Male",0
"6913","Black","Female",0
"6914","Black","Male",0
"6915","Black","Male",0
"6916","Black","Female",0
"6917","Black","Female",7
"6918","Hispanic","Female",0
"6919","Hispanic","Male",0
"6920","Hispanic","Male",0
"6921","Hispanic","Female",0
"6922","Hispanic","Female",0
"6923","Hispanic","Male",0
"6924","Hispanic","Female",0
"6925","Hispanic","Female",0
"6926","Black","Male",0
"6927","Black","Male",0
"6928","Black","Male",0
"6929","Black","Male",0
"6930","Black","Male",10
"6931","Black","Male",0
"6932","Black","Male",0
"6933","Black","Male",0
"6934","Hispanic","Male",0
"6935","Hispanic","Male",0
"6936","Black","Male",0
"6937","Black","Male",0
"6938","Black","Female",0
"6939","Black","Male",0
"6940","Hispanic","Male",0
"6941","Hispanic","Male",0
"6942","Hispanic","Female",0
"6943","Black","Female",0
"6944","Black","Female",0
"6945","Black","Male",0
"6946","Black","Male",0
"6947","Black","Male",0
"6948","Black","Female",0
"6949","Black","Female",0
"6950","Black","Female",0
"6951","Black","Male",0
"6952","Black","Male",0
"6953","Black","Female",0
"6954","Black","Male",0
"6955","Black","Female",0
"6956","Black","Male",0
"6957","Black","Male",0
"6958","Black","Male",0
"6959","Black","Female",0
"6960","Black","Male",0
"6961","Black","Female",0
"6962","Black","Male",0
"6963","Black","Male",0
"6964","Hispanic","Female",0
"6965","Black","Male",0
"6966","Black","Female",0
"6967","Black","Male",0
"6968","Black","Male",0
"6969","Black","Male",0
"6970","Black","Male",0
"6971","Black","Female",0
"6972","Black","Male",0
"6973","Black","Female",0
"6974","Black","Female",0
"6975","Black","Female",0
"6976","Black","Male",0
"6977","Black","Male",0
"6978","Black","Male",0
"6979","Black","Male",0
"6980","Black","Female",0
"6981","Black","Female",0
"6982","Black","Female",0
"6983","Black","Female",0
"6984","Black","Female",0
"6985","Black","Female",0
"6986","Black","Male",0
"6987","Black","Male",0
"6988","Black","Male",0
"6989","Black","Male",0
"6990","Black","Male",0
"6991","Black","Male",0
"6992","Black","Female",0
"6993","Black","Male",0
"6994","Black","Male",0
"6995","Black","Male",0
"6996","Black","Female",0
"6997","Black","Female",0
"6998","Black","Female",0
"6999","Black","Male",0
"7000","Black","Female",0
"7001","Black","Male",0
"7002","Black","Male",0
"7003","Black","Female",0
"7004","Black","Male",0
"7005","Black","Male",0
"7006","Black","Female",0
"7007","Black","Female",0
"7008","Black","Female",0
"7009","Black","Female",0
"7010","Black","Male",0
"7011","Black","Male",0
"7012","Black","Female",0
"7013","Black","Male",0
"7014","Black","Male",0
"7015","Black","Male",0
"7016","Black","Male",0
"7017","Black","Male",0
"7018","Hispanic","Male",0
"7019","Hispanic","Female",0
"7020","Hispanic","Female",0
"7021","Black","Male",0
"7022","Hispanic","Male",0
"7023","Hispanic","Female",0
"7024","Black","Male",0
"7025","Hispanic","Male",0
"7026","Hispanic","Female",0
"7027","Hispanic","Male",0
"7028","Hispanic","Male",0
"7029","Hispanic","Female",0
"7030","Black","Male",0
"7031","Hispanic","Male",0
"7032","Hispanic","Male",0
"7033","Hispanic","Male",0
"7034","Hispanic","Male",0
"7035","Hispanic","Female",0
"7036","Hispanic","Male",0
"7037","Hispanic","Female",0
"7038","Hispanic","Male",0
"7039","Hispanic","Male",0
"7040","Hispanic","Male",0
"7041","Hispanic","Male",0
"7042","Hispanic","Male",0
"7043","Black","Female",0
"7044","Black","Female",0
"7045","Black","Female",0
"7046","Black","Female",0
"7047","Black","Male",0
"7048","Black","Female",0
"7049","Black","Female",0
"7050","Black","Male",0
"7051","Black","Female",0
"7052","Black","Female",0
"7053","Black","Male",0
"7054","Black","Male",0
"7055","Black","Male",0
"7056","Black","Female",0
"7057","Black","Female",0
"7058","Black","Female",0
"7059","Black","Female",0
"7060","Black","Female",0
"7061","Black","Male",0
"7062","Black","Female",0
"7063","Black","Female",0
"7064","Black","Male",0
"7065","Black","Male",0
"7066","Black","Female",0
"7067","Black","Male",0
"7068","Black","Female",0
"7069","Black","Female",0
"7070","Black","Female",0
"7071","Black","Male",0
"7072","Black","Male",0
"7073","Black","Female",0
"7074","Black","Male",0
"7075","Black","Female",0
"7076","Black","Female",0
"7077","Black","Female",0
"7078","Black","Male",0
"7079","Black","Male",0
"7080","Black","Female",0
"7081","Black","Male",0
"7082","Black","Female",0
"7083","Black","Female",0
"7084","Hispanic","Female",0
"7085","Black","Female",0
"7086","Black","Female",0
"7087","Black","Female",0
"7088","Black","Male",0
"7089","Hispanic","Male",0
"7090","Hispanic","Female",0
"7091","Hispanic","Male",0
"7092","Hispanic","Male",0
"7093","Hispanic","Male",0
"7094","Black","Male",0
"7095","Black","Female",0
"7096","Black","Female",0
"7097","Black","Male",0
"7098","Hispanic","Female",0
"7099","Hispanic","Male",0
"7100","Hispanic","Male",0
"7101","Hispanic","Male",0
"7102","Hispanic","Male",0
"7103","Hispanic","Male",0
"7104","Hispanic","Male",0
"7105","Hispanic","Female",0
"7106","Hispanic","Male",0
"7107","Hispanic","Male",0
"7108","Hispanic","Female",0
"7109","Hispanic","Male",0
"7110","Hispanic","Female",0
"7111","Hispanic","Male",0
"7112","Hispanic","Male",0
"7113","Hispanic","Female",0
"7114","Hispanic","Female",0
"7115","Hispanic","Male",0
"7116","Hispanic","Female",0
"7117","Hispanic","Male",0
"7118","Hispanic","Male",0
"7119","Hispanic","Female",0
"7120","Hispanic","Female",0
"7121","Hispanic","Female",0
"7122","Hispanic","Female",0
"7123","Hispanic","Male",0
"7124","Black","Male",0
"7125","Black","Male",0
"7126","Hispanic","Male",0
"7127","Hispanic","Female",0
"7128","Hispanic","Male",0
"7129","Hispanic","Female",0
"7130","Hispanic","Male",0
"7131","Hispanic","Female",0
"7132","Hispanic","Male",0
"7133","Hispanic","Male",2
"7134","Hispanic","Female",0
"7135","Hispanic","Male",0
"7136","Hispanic","Male",0
"7137","Hispanic","Male",0
"7138","Hispanic","Male",0
"7139","Hispanic","Male",0
"7140","Hispanic","Female",0
"7141","Hispanic","Female",0
"7142","Hispanic","Female",0
"7143","Hispanic","Female",0
"7144","Hispanic","Male",0
"7145","Hispanic","Male",1
"7146","Hispanic","Male",0
"7147","Hispanic","Male",0
"7148","Hispanic","Male",0
"7149","Hispanic","Female",0
"7150","Hispanic","Female",0
"7151","Hispanic","Female",0
"7152","Hispanic","Female",0
"7153","Hispanic","Male",0
"7154","Hispanic","Female",0
"7155","Hispanic","Male",0
"7156","Hispanic","Male",0
"7157","Hispanic","Male",0
"7158","Hispanic","Female",0
"7159","Hispanic","Female",0
"7160","Hispanic","Male",0
"7161","Hispanic","Female",0
"7162","Hispanic","Male",0
"7163","Hispanic","Female",0
"7164","Hispanic","Female",0
"7165","Hispanic","Female",0
"7166","Hispanic","Female",0
"7167","Hispanic","Female",0
"7168","Hispanic","Female",0
"7169","Hispanic","Male",0
"7170","Hispanic","Male",0
"7171","Hispanic","Female",0
"7172","Hispanic","Female",0
"7173","Hispanic","Male",0
"7174","Hispanic","Male",0
"7175","Hispanic","Female",0
"7176","Hispanic","Male",0
"7177","Hispanic","Male",0
"7178","Hispanic","Male",0
"7179","Hispanic","Female",0
"7180","Hispanic","Female",0
"7181","Hispanic","Male",0
"7182","Hispanic","Female",0
"7183","Hispanic","Female",0
"7184","Hispanic","Female",0
"7185","Hispanic","Female",0
"7186","Hispanic","Male",0
"7187","Hispanic","Male",0
"7188","Hispanic","Female",0
"7189","Hispanic","Male",0
"7190","Hispanic","Female",0
"7191","Hispanic","Female",0
"7192","Hispanic","Female",0
"7193","Hispanic","Male",0
"7194","Hispanic","Male",0
"7195","Hispanic","Male",0
"7196","Hispanic","Female",0
"7197","Hispanic","Male",0
"7198","Hispanic","Female",0
"7199","Hispanic","Female",0
"7200","Hispanic","Male",0
"7201","Hispanic","Female",0
"7202","Hispanic","Female",0
"7203","Hispanic","Male",0
"7204","Hispanic","Female",0
"7205","Hispanic","Female",0
"7206","Hispanic","Female",0
"7207","Hispanic","Female",0
"7208","Hispanic","Male",0
"7209","Hispanic","Male",0
"7210","Hispanic","Female",0
"7211","Hispanic","Male",0
"7212","Hispanic","Female",0
"7213","Hispanic","Male",0
"7214","Hispanic","Female",0
"7215","Hispanic","Male",0
"7216","Hispanic","Female",0
"7217","Hispanic","Female",0
"7218","Hispanic","Male",0
"7219","Hispanic","Male",0
"7220","Hispanic","Male",0
"7221","Hispanic","Female",0
"7222","Black","Male",0
"7223","Black","Male",0
"7224","Hispanic","Male",0
"7225","Hispanic","Female",0
"7226","Hispanic","Female",0
"7227","Hispanic","Female",0
"7228","Hispanic","Male",0
"7229","Hispanic","Female",0
"7230","Hispanic","Male",0
"7231","Hispanic","Male",0
"7232","Hispanic","Male",0
"7233","Hispanic","Female",0
"7234","Hispanic","Male",0
"7235","Hispanic","Male",0
"7236","Hispanic","Male",0
"7237","Hispanic","Male",0
"7238","Hispanic","Male",0
"7239","Black","Male",0
"7240","Hispanic","Male",0
"7241","Hispanic","Female",0
"7242","Hispanic","Male",0
"7243","Hispanic","Male",0
"7244","Hispanic","Female",0
"7245","Hispanic","Female",0
"7246","Hispanic","Female",0
"7247","Hispanic","Female",0
"7248","Hispanic","Male",0
"7249","Hispanic","Female",0
"7250","Hispanic","Female",0
"7251","Hispanic","Male",0
"7252","Hispanic","Female",0
"7253","Hispanic","Male",0
"7254","Hispanic","Female",0
"7255","Hispanic","Male",0
"7256","Hispanic","Female",0
"7257","Hispanic","Female",0
"7258","Hispanic","Female",0
"7259","Hispanic","Male",0
"7260","Hispanic","Female",0
"7261","Hispanic","Female",0
"7262","Hispanic","Female",0
"7263","Hispanic","Female",0
"7264","Hispanic","Male",0
"7265","Hispanic","Male",0
"7266","Hispanic","Male",0
"7267","Hispanic","Male",0
"7268","Hispanic","Female",0
"7269","Hispanic","Male",0
"7270","Hispanic","Male",0
"7271","Hispanic","Female",0
"7272","Hispanic","Female",0
"7273","Hispanic","Male",0
"7274","Hispanic","Female",0
"7275","Hispanic","Female",0
"7276","Hispanic","Male",0
"7277","Hispanic","Female",3
"7278","Hispanic","Female",0
"7279","Hispanic","Female",0
"7280","Hispanic","Female",0
"7281","Hispanic","Female",0
"7282","Black","Female",0
"7283","Black","Female",0
"7284","Black","Male",0
"7285","Black","Female",0
"7286","Black","Female",0
"7287","Black","Female",0
"7288","Black","Male",0
"7289","Hispanic","Male",0
"7290","Black","Female",0
"7291","Black","Female",0
"7292","Black","Male",0
"7293","Black","Female",0
"7294","Black","Female",0
"7295","Black","Female",0
"7296","Black","Male",0
"7297","Black","Male",0
"7298","Black","Male",0
"7299","Black","Female",0
"7300","Black","Female",0
"7301","Hispanic","Female",0
"7302","Black","Female",0
"7303","Black","Female",0
"7304","Black","Female",0
"7305","Black","Female",0
"7306","Black","Male",0
"7307","Black","Male",0
"7308","Black","Male",0
"7309","Black","Male",0
"7310","Black","Female",0
"7311","Black","Male",0
"7312","Black","Female",0
"7313","Black","Female",0
"7314","Black","Male",0
"7315","Black","Male",0
"7316","Black","Female",0
"7317","Black","Male",0
"7318","Hispanic","Female",1
"7319","Black","Female",0
"7320","Black","Female",0
"7321","Black","Female",0
"7322","Black","Male",0
"7323","Black","Female",0
"7324","Black","Male",0
"7325","Black","Female",0
"7326","Black","Male",0
"7327","Black","Male",0
"7328","Black","Female",0
"7329","Black","Male",0
"7330","Black","Male",1
"7331","Hispanic","Female",0
"7332","Black","Female",0
"7333","Black","Male",0
"7334","Black","Female",0
"7335","Black","Male",0
"7336","Black","Male",0
"7337","Black","Female",0
"7338","Black","Male",0
"7339","Hispanic","Male",0
"7340","Hispanic","Male",3
"7341","Hispanic","Male",0
"7342","Hispanic","Male",0
"7343","Black","Male",0
"7344","Hispanic","Male",0
"7345","Hispanic","Female",0
"7346","Hispanic","Female",0
"7347","Hispanic","Female",0
"7348","Black","Female",0
"7349","Black","Female",0
"7350","Black","Female",0
"7351","Black","Female",0
"7352","Black","Female",0
"7353","Black","Female",0
"7354","Hispanic","Female",0
"7355","Hispanic","Male",0
"7356","Black","Female",0
"7357","Black","Male",0
"7358","Black","Female",0
"7359","Black","Female",0
"7360","Black","Male",0
"7361","Black","Female",0
"7362","Black","Female",0
"7363","Black","Male",0
"7364","Black","Male",12
"7365","Black","Female",0
"7366","Hispanic","Female",0
"7367","Hispanic","Male",0
"7368","Hispanic","Male",0
"7369","Hispanic","Female",0
"7370","Hispanic","Male",0
"7371","Black","Female",0
"7372","Black","Female",0
"7373","Black","Female",0
"7374","Black","Male",0
"7375","Black","Female",0
"7376","Black","Male",12
"7377","Black","Female",0
"7378","Black","Male",0
"7379","Black","Female",0
"7380","Black","Female",0
"7381","Black","Female",0
"7382","Black","Male",12
"7383","Black","Female",0
"7384","Black","Female",0
"7385","Black","Male",0
"7386","Black","Male",0
"7387","Black","Male",0
"7388","Black","Female",0
"7389","Black","Male",6
"7390","Black","Male",0
"7391","Black","Male",0
"7392","Black","Female",0
"7393","Black","Male",12
"7394","Black","Female",0
"7395","Black","Male",0
"7396","Black","Female",0
"7397","Black","Male",0
"7398","Black","Female",0
"7399","Black","Male",0
"7400","Black","Female",0
"7401","Black","Male",12
"7402","Black","Female",0
"7403","Black","Male",0
"7404","Black","Female",0
"7405","Black","Female",0
"7406","Black","Male",9
"7407","Black","Female",0
"7408","Black","Male",0
"7409","Black","Male",0
"7410","Black","Male",0
"7411","Black","Male",0
"7412","Black","Male",0
"7413","Black","Male",0
"7414","Black","Male",0
"7415","Black","Male",0
"7416","Black","Male",0
"7417","Black","Female",0
"7418","Black","Male",0
"7419","Black","Female",0
"7420","Black","Male",0
"7421","Black","Male",0
"7422","Black","Male",0
"7423","Black","Male",0
"7424","Black","Female",0
"7425","Black","Female",0
"7426","Black","Female",0
"7427","Black","Female",0
"7428","Black","Male",0
"7429","Black","Female",0
"7430","Black","Female",0
"7431","Black","Male",0
"7432","Black","Male",0
"7433","Black","Female",0
"7434","Black","Female",0
"7435","Black","Male",0
"7436","Black","Male",0
"7437","Black","Female",0
"7438","Black","Male",0
"7439","Black","Male",0
"7440","Black","Female",0
"7441","Black","Female",0
"7442","Black","Male",0
"7443","Black","Male",0
"7444","Black","Male",0
"7445","Black","Male",0
"7446","Black","Female",0
"7447","Black","Male",4
"7448","Black","Male",0
"7449","Black","Male",0
"7450","Black","Female",0
"7451","Black","Female",0
"7452","Black","Female",0
"7453","Black","Female",0
"7454","Black","Male",0
"7455","Black","Male",1
"7456","Black","Female",0
"7457","Black","Male",0
"7458","Black","Male",0
"7459","Black","Female",0
"7460","Black","Male",0
"7461","Black","Male",0
"7462","Black","Female",0
"7463","Black","Male",0
"7464","Black","Male",0
"7465","Black","Male",0
"7466","Black","Male",0
"7467","Black","Male",0
"7468","Black","Female",0
"7469","Black","Male",0
"7470","Black","Female",0
"7471","Black","Female",0
"7472","Black","Female",0
"7473","Black","Female",0
"7474","Black","Female",0
"7475","Black","Male",0
"7476","Black","Female",0
"7477","Black","Male",0
"7478","Black","Male",0
"7479","Black","Male",0
"7480","Black","Female",0
"7481","Black","Female",0
"7482","Black","Male",0
"7483","Black","Female",0
"7484","Black","Female",0
"7485","Black","Female",0
"7486","Black","Male",0
"7487","Black","Male",0
"7488","Black","Male",0
"7489","Black","Male",0
"7490","Black","Female",0
"7491","Black","Female",0
"7492","Black","Male",0
"7493","Black","Male",0
"7494","Black","Female",0
"7495","Black","Female",0
"7496","Black","Female",0
"7497","Black","Female",0
"7498","Black","Female",0
"7499","Black","Male",0
"7500","Black","Female",0
"7501","Black","Male",0
"7502","Black","Male",0
"7503","Black","Male",0
"7504","Black","Male",0
"7505","Black","Female",0
"7506","Black","Female",0
"7507","Hispanic","Female",0
"7508","Hispanic","Male",0
"7509","Hispanic","Male",0
"7510","Hispanic","Female",0
"7511","Black","Female",0
"7512","Black","Female",0
"7513","Black","Male",0
"7514","Black","Male",0
"7515","Black","Male",0
"7516","Black","Female",0
"7517","Black","Male",0
"7518","Black","Male",0
"7519","Black","Male",0
"7520","Black","Male",0
"7521","Black","Female",0
"7522","Black","Male",0
"7523","Black","Female",0
"7524","Black","Female",0
"7525","Black","Female",0
"7526","Black","Female",0
"7527","Black","Female",0
"7528","Black","Male",0
"7529","Black","Male",0
"7530","Hispanic","Female",0
"7531","Hispanic","Female",0
"7532","Hispanic","Male",0
"7533","Black","Female",0
"7534","Black","Male",0
"7535","Black","Male",0
"7536","Black","Male",0
"7537","Black","Male",12
"7538","Black","Male",12
"7539","Black","Female",0
"7540","Black","Female",0
"7541","Black","Female",0
"7542","Black","Male",0
"7543","Black","Male",0
"7544","Black","Male",0
"7545","Black","Female",0
"7546","Black","Male",0
"7547","Black","Male",0
"7548","Black","Female",0
"7549","Black","Female",0
"7550","Black","Male",0
"7551","Black","Male",0
"7552","Black","Female",0
"7553","Black","Male",0
"7554","Black","Female",0
"7555","Black","Male",0
"7556","Black","Female",0
"7557","Black","Female",0
"7558","Black","Male",0
"7559","Black","Female",0
"7560","Black","Female",0
"7561","Black","Female",0
"7562","Black","Female",0
"7563","Black","Male",0
"7564","Black","Female",0
"7565","Black","Male",0
"7566","Black","Male",0
"7567","Black","Male",0
"7568","Black","Male",0
"7569","Black","Male",0
"7570","Black","Female",0
"7571","Black","Male",0
"7572","Black","Female",0
"7573","Black","Male",0
"7574","Hispanic","Female",0
"7575","Hispanic","Female",0
"7576","Hispanic","Female",0
"7577","Hispanic","Female",0
"7578","Black","Female",0
"7579","Black","Male",0
"7580","Black","Male",0
"7581","Black","Male",0
"7582","Black","Female",0
"7583","Black","Female",0
"7584","Black","Male",0
"7585","Black","Male",0
"7586","Black","Male",0
"7587","Black","Male",0
"7588","Black","Female",0
"7589","Black","Female",0
"7590","Black","Male",0
"7591","Black","Female",0
"7592","Black","Female",0
"7593","Black","Male",0
"7594","Black","Male",0
"7595","Black","Female",0
"7596","Black","Female",0
"7597","Black","Female",0
"7598","Black","Male",0
"7599","Black","Male",0
"7600","Black","Female",0
"7601","Black","Female",0
"7602","Black","Male",0
"7603","Black","Male",0
"7604","Black","Female",0
"7605","Black","Male",0
"7606","Black","Male",0
"7607","Black","Female",0
"7608","Black","Female",0
"7609","Black","Female",0
"7610","Black","Female",0
"7611","Black","Female",0
"7612","Black","Male",0
"7613","Black","Female",0
"7614","Black","Male",0
"7615","Black","Female",0
"7616","Black","Male",0
"7617","Hispanic","Male",0
"7618","Black","Male",0
"7619","Black","Male",0
"7620","Black","Male",0
"7621","Black","Male",0
"7622","Black","Male",0
"7623","Black","Male",0
"7624","Black","Male",0
"7625","Hispanic","Female",0
"7626","Black","Female",0
"7627","Black","Female",0
"7628","Black","Female",0
"7629","Black","Male",0
"7630","Black","Male",0
"7631","Black","Male",0
"7632","Black","Male",0
"7633","Black","Female",0
"7634","Black","Female",0
"7635","Black","Female",0
"7636","Black","Male",0
"7637","Black","Female",0
"7638","Black","Male",8
"7639","Black","Female",0
"7640","Black","Male",0
"7641","Black","Female",0
"7642","Black","Female",0
"7643","Black","Male",0
"7644","Black","Male",0
"7645","Black","Female",0
"7646","Black","Female",0
"7647","Black","Male",0
"7648","Black","Male",0
"7649","Black","Male",0
"7650","Black","Male",0
"7651","Black","Male",0
"7652","Black","Female",0
"7653","Black","Female",0
"7654","Black","Female",0
"7655","Black","Female",0
"7656","Black","Female",0
"7657","Black","Female",0
"7658","Black","Female",0
"7659","Black","Female",0
"7660","Black","Male",0
"7661","Black","Male",0
"7662","Black","Female",0
"7663","Black","Female",0
"7664","Black","Female",0
"7665","Black","Female",0
